🇨🇳󠁧󠁢󠁥󠁮潇洒MTV,#genre#
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb27]/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰中文,http://162.19.247.76:22222/live/fenghuangweishi/index.m3u8
凤凰中文,http://120.8.135.86:10010/hls/99/index.m3u8
凤凰中文,https://bs.178816.online/live/fenghuangweishi/index.m3u8
凤凰中文,http://107.151.203.111:2209/135/hk.php?id=fhzw
凤凰资讯,https://cntv.sbs/tv/v6.php?id=test2
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb1d]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8
凤凰资讯,http://120.8.135.86:10010/hls/100/index.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb24]/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰资讯,http://162.19.247.76:22222/live/fenghuangzhixun/index.m3u8
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰资讯,http://107.151.203.111:2209/135/hk.php?id=fhzx
凤凰香港,http://162.19.247.76:22222/live/fenghuangxianggang/index.m3u8
翡翠台,https://pi.0472.org/tv/fct.php?auth=230927
翡翠台,http://sc2022.stream-link.org/tv2306.php?id=h02
翡翠台,http://r.jdshipin.com/qClQf
翡翠台,http://r.jdshipin.com/qrfbg
翡翠台,http://113.117.74.20:8081/hls/25/index.m3u8
翡翠台,http://107.167.12.58:27347/livehttpplay?channel_id=20127
明珠台,http://r.jdshipin.com/ZQ4kN
明珠台,https://pi.0472.org/tv/mzt.php?auth=230927
香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
香港32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream5/streamPlaylist.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist1.m3u8
无线财经体育资讯,http://sc2022.stream-link.org/tv2306.php?id=h05
金砖中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
ABC News,http://sc2022.stream-link.org/tv2306.php?id=e01
ABC News,http://sc2022.stream-link.org/tv2306.php?id=e02
BBC News,http://sc2022.stream-link.org/tv2306.php?id=e05
EURO News,http://sc2022.stream-link.org/tv2306.php?id=e09
Fox Live,http://sc2022.stream-link.org/tv2306.php?id=e10
NBC News,http://sc2022.stream-link.org/tv2306.php?id=e14
NHK World Japan,http://sc2022.stream-link.org/tv2306.php?id=e15
Bloomberg,http://sc2022.stream-link.org/tv2306.php?id=e21

公视 CTV[1280x720],http://50.7.238.114:8278/ctv_taiwan/playlist.m3u8?tid=MDCD6096520560965205&ct=19249&tsum=64237c7ffa0c00b62657a938247bcab0
中视 HD[1280x720],http://50.7.238.114:8278/zhongshihd_twn/playlist.m3u8?tid=MBDB6720263767202637&ct=19249&tsum=edd778f298b53c39b3b9706700032605
中视 HD[1280x720],http://198.16.100.90:8278/zhongshihd_twn/playlist.m3u8?tid=MBDB6720263767202637&ct=19249&tsum=edd778f298b53c39b3b9706700032605
东森洋片,http://107.151.203.111:2209/135/hk.php?id=dsypt
东森洋片,http://162.19.247.76:22222/live/dsypt/index.m3u8
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
東森yoyo,http://sc2022.stream-link.org/tv2306.php?id=t26
中天新聞,http://sc2022.stream-link.org/tv2306.php?id=t03
華視新聞,http://sc2022.stream-link.org/tv2306.php?id=t04
民視新聞,http://sc2022.stream-link.org/tv2306.php?id=t06
寰宇國際新聞,http://sc2022.stream-link.org/tv2306.php?id=t07
寰宇台灣新聞,http://sc2022.stream-link.org/tv2306.php?id=t08
台視新聞,http://sc2022.stream-link.org/tv2306.php?id=t12
中天亞洲台,http://sc2022.stream-link.org/tv2306.php?id=t15
民視HD,http://sc2022.stream-link.org/tv2306.php?id=t17
民視台灣台,http://sc2022.stream-link.org/tv2306.php?id=t19
民視影劇台,http://sc2022.stream-link.org/tv2306.php?id=t21
民視旅遊台,http://sc2022.stream-link.org/tv2306.php?id=t22
天才衝衝衝,http://sc2022.stream-link.org/tv2306.php?id=t25
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8
东森美洲卫视,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
华语电视2,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
华语电视3,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
東森超視34.5,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
時尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
有线新闻台,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
耀才财经新闻,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
GOODTV好医生,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch9-2.m3u8
GOODTV旅行,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch11-2.m3u8
GOODTV经典音乐河,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch6-2.m3u8
WBTV,http://208.115.225.174:14132
Sbt,http://208.115.225.174:14170
Sbt,http://208.115.225.174:14173
Sbt,http://208.115.225.174:14176
Animal Planet,http://208.115.225.174:14192
NOW新闻台,http://sc2022.stream-link.org/tv2306.php?id=h08
RTHK31,http://sc2022.stream-link.org/tv2306.php?id=h09
RTHK32,http://sc2022.stream-link.org/tv2306.php?id=h10
TVBS新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
TVBS新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
TVBS新闻,http://38.64.72.148/hls/modn/list/4006/chunklist1.m3u8
TVBS新闻,http://38.64.72.148/hls/modn/list/4006/playlist.m3u8
无线新闻,http://107.167.12.58:27347/livehttpplay?channel_id=30024
TVBS財經,http://sc2022.stream-link.org/tv2306.php?id=t14
TVBS亞洲台,http://sc2022.stream-link.org/tv2306.php?id=t16
TVBS星河,http://r.jdshipin.com/sXuuD
TVB华语,http://sc2022.stream-link.org/tv2306.php?id=c01
TVB星河,http://sc2022.stream-link.org/tv2306.php?id=c02
TVBS亚洲台,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亞洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8
TVBS亚洲台,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS-Asia,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
无线新闻台,http://sc2022.stream-link.org/tv2306.php?id=h04
香港国际财经台,http://sc2022.stream-link.org/tv2306.php?id=h13
香港国际财经台,http://sc2022.stream-link.org/tv2306.php?id=h14
澳门莲花,https://cntv.sbs/tv/lhws.php
澳门莲花,http://107.151.203.111:2209/135/hk.php?id=amlh
澳门莲花,https://p.ggiptv.com/v/macaulotustv.php
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
澳亚卫视,http://107.151.203.111:2209/135/hk.php?id=aoya
澳亚卫视,https://pi.0472.org/tv/aoya.php?auth=230927
澳视澳门,https://pi.0472.org/tv/asam.php?auth=230927
中天娱乐[1920x1080],http://50.7.238.114:8278/ctient/playlist.m3u8?tid=MC9C7081133170811331&ct=19249&tsum=8b08b54208f3ee30e12f419d587f46ac
中天娱乐[1920x1080],http://50.7.238.114:8278/ctient/playlist.m3u8?tid=MDED1780059017800590&ct=19226&tsum=4d05ea700aa8fd436b51ce703680e674
中天娱乐[1280x720],http://162.19.247.76:22222/live/ztyl/index.m3u8
台视新闻[1920x1080],http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
民视新闻 HD,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
台视新闻 HD,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
民视台湾台[1920x1080],http://198.16.100.90:8278/ftvtaiwan_twn/playlist.m3u8?tid=MEFE5254515252545152&ct=19249&tsum=c17f872b1772df8f76032030cc40bdbd
民视 HD[1920x1080],http://198.16.100.90:8278/ftvhd_taiwan/playlist.m3u8?tid=MC8C5908644059086440&ct=19249&tsum=c96d2cd48b11d40ca9e97fb3addb1384
东森新闻,http://198.16.100.90:8278/ettvnews/playlist.m3u8?tid=MC4C3328955833289558&ct=19249&tsum=d68431432600bbf503d95f629f3acc11
三立新聞,http://sc2022.stream-link.org/tv2306.php?id=t10
三立台灣,http://sc2022.stream-link.org/tv2306.php?id=t23
三立台灣,https://sanlihalive1-a.akamaihd.net/5ffd3a166f7241d9b489b7d7241db96f/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678506~exp=9007200919419497~acl=/5ffd3a166f7241d9b489b7d7241db96f/*/profile_0/chunklist.m3u8*~hmac=cfd432e7da8eece68fe4a4da3a3bc08ab1bbc50b147a84c95ae3d4a569e932b1
三立都會,http://sc2022.stream-link.org/tv2306.php?id=t24
三立都會,https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678487~exp=9007200919419478~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_0/chunklist.m3u8*~hmac=1a3986bd8fb660eacbcc9954c67fb674fa810779ddc2fab5fa77188868ca3686
TW台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
TW台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
人間衛視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
人間衛視,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
人間衛視,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8

🏆高清频道,#genre#
//ipv6plus
CCTV-1,https://cntv.sbs/tv/v6.php?id=CCTV-1H265
CCTV-2,https://cntv.sbs/tv/v6.php?id=CCTV-2H265
CCTV-3,https://cntv.sbs/tv/v6.php?id=CCTV-3H265
CCTV-4,https://cntv.sbs/tv/v6.php?id=CCTV-4H265
CCTV-5,https://cntv.sbs/tv/v6.php?id=CCTV-5H265
CCTV-5+,https://cntv.sbs/tv/v6.php?id=CCTV-5plusH265
CCTV-6,https://cntv.sbs/tv/v6.php?id=CCTV-6H265
CCTV-7,https://cntv.sbs/tv/v6.php?id=CCTV-7H265
CCTV-8,https://cntv.sbs/tv/v6.php?id=CCTV-8H265
CCTV-9,https://cntv.sbs/tv/v6.php?id=CCTV-9H265
CCTV-10,https://cntv.sbs/tv/v6.php?id=CCTV-10H265
CCTV-11,https://cntv.sbs/tv/v6.php?id=CCTV-11-H265
CCTV-12,https://cntv.sbs/tv/v6.php?id=CCTV-12H265
CCTV-13,https://cntv.sbs/tv/v6.php?id=CCTV-xw
CCTV-14,https://cntv.sbs/tv/v6.php?id=CCTV-14H265
CCTV-15,https://cntv.sbs/tv/v6.php?id=CCTV-15-yyH265
CCTV-16,https://cntv.sbs/tv/v6.php?id=CCTV-16
CCTV-17,https://cntv.sbs/tv/v6.php?id=CCTV-17
CGTN英语,https://cntv.sbs/tv/v6.php?id=CGTN
CHC动作电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC高清电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
发现之旅,https://cntv.sbs/tv/v6.php?id=fxzl_2000
老故事,https://cntv.sbs/tv/v6.php?id=lgs_2000
中学生,https://cntv.sbs/tv/v6.php?id=zxs
兵器科技,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226975/index.m3u8
怀旧剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/index.m3u8
世界地理,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226947/index.m3u8
文化精品,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226981/index.m3u8
央视台球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
央视高网,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226978/index.m3u8
风云剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
风云音乐,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
第一剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
女性时尚,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226969/index.m3u8
风云足球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
电视指南,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226987/index.m3u8
中国天气,https://cntv.sbs/tv/v6.php?id=zgqx
CGTN记录,https://livedoc.cgtn.com/500d/prog_index.m3u8
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN西语,https://livees.cgtn.com/1000e/prog_index.m3u8
CGTN阿语,https://livear.cgtn.com/1000a/prog_index.m3u8
内蒙古卫视,https://cntv.sbs/tv/v6.php?id=nmgws
北京卫视,https://cntv.sbs/tv/v6.php?id=bjwsH265
湖南卫视,https://cntv.sbs/tv/v6.php?id=hnwsH265
东方卫视,https://cntv.sbs/tv/v6.php?id=dfwsH265
四川卫视,https://cntv.sbs/tv/v6.php?id=scwsH265
天津卫视,https://cntv.sbs/tv/v6.php?id=tjwsH265
安徽卫视,https://cntv.sbs/tv/v6.php?id=ahwsH265
山东卫视,https://cntv.sbs/tv/v6.php?id=sdwsH265
广东卫视,https://cntv.sbs/tv/v6.php?id=gdwsH265
广西卫视,https://cntv.sbs/tv/v6.php?id=gxws
江苏卫视,https://cntv.sbs/tv/v6.php?id=jswsH265
江西卫视,https://cntv.sbs/tv/v6.php?id=jxwsH265
河北卫视,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001229/index.m3u8?
河南卫视,https://cntv.sbs/tv/v6.php?id=hnws35
浙江卫视,https://cntv.sbs/tv/v6.php?id=zjwsH265
海南卫视,https://cntv.sbs/tv/v6.php?id=hnws
深圳卫视,https://cntv.sbs/tv/v6.php?id=szwsH265
湖北卫视,https://cntv.sbs/tv/v6.php?id=hbwsH265
山西卫视,https://cntv.sbs/tv/v6.php?id=sxws42
东南卫视,https://cntv.sbs/tv/v6.php?id=dnwsfjwsH265
贵州卫视,https://cntv.sbs/tv/v6.php?id=gzwsH265
辽宁卫视,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001035/index.m3u8?
重庆卫视,https://cntv.sbs/tv/v6.php?id=cqwsH265
黑龙江卫视,https://cntv.sbs/tv/v6.php?id=hljwsH265
宁夏卫视,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001074/index.m3u8?
陕西卫视,https://cntv.sbs/tv/v6.php?id=sxws
甘肃卫视,https://cntv.sbs/tv/v6.php?id=gsws
吉林卫视,https://cntv.sbs/tv/v6.php?id=jlwsH265
云南卫视,https://cntv.sbs/tv/v6.php?id=ynws
三沙卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000319/index.m3u8?fmmv6
厦门卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u8?fmmv6
青海卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000320/index.m3u8?fmmv6
新疆卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000316/index.m3u8?fmmv6
西藏卫视,https://cntv.sbs/tv/v6.php?id=xzwsH264_2000
兵团卫视,https://cntv.sbs/tv/v6.php?id=btws
康巴卫视,https://cntv.sbs/tv/v6.php?id=kbwsH264_2000
山东教育卫视,https://cntv.sbs/tv/v6.php?id=sdjy


贵州公共频道,https://cntv.sbs/tv/gz.php?id=gzgg
贵州影视文艺,https://cntv.sbs/tv/gz.php?id=gzys
贵州大众生活,https://cntv.sbs/tv/gz.php?id=gzsh
贵州法制频道,https://cntv.sbs/tv/gz.php?id=gzfz
贵州科教健康,https://cntv.sbs/tv/gz.php?id=gzkj
贵州经济频道,https://cntv.sbs/tv/gz.php?id=gzjj
贵州移动电视,https://cntv.sbs/tv/gz.php?id=gzyd
家有购物,https://cntv.sbs/tv/gz.php?id=jygw


上海新闻综合,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001014/index.m3u8?
上海都市,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001015/index.m3u8?
上海ICS外语,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001128/index.m3u8?
纪实人文,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001019/index.m3u8?
生活时尚,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001199/index.m3u8?
七彩戏剧,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001308/index.m3u8?
第一财经,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001017/index.m3u8?
上海教育,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001268/index.m3u8?
五星体育,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001018/index.m3u8?
东方影视,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001016/index.m3u8?
东方财经,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001318/index.m3u8?
法治天地,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001195/index.m3u8?
乐游,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001200/index.m3u8?
都市剧场,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001203/index.m3u8?
金色学堂,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001194/index.m3u8?
新视觉,https://cntv.sbs/tv/v6.php?id=ycxsjH265
劲爆体育,https://cntv.sbs/tv/v6.php?id=lqhxjcHDH265
魅力足球,https://cntv.sbs/tv/v6.php?id=mlyy
哈哈炫动,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001232/index.m3u8?
游戏风云,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001192/index.m3u8?


浙江公共新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科影视,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江数码时代,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江频道,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8

🆕NEWTV,#genre#
//2023.9.7-ipv6plus
超级综艺,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226009/1.m3u8
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
武博世界,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw2554338791_49940138/ott.mobaibox.com/PLTV/3/224/3221227533/index.m3u8
中国功夫,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw1934355864_2070028581/ott.mobaibox.com/PLTV/3/224/3221227530/index.m3u8
军旅剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw1807611386_-262631246/ott.mobaibox.com/PLTV/3/224/3221227603/index.m3u8
炫舞未来,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/wh7f454c46tw2582593423_1721070986/ott.mobaibox.com/PLTV/3/224/3221227475/index.m3u8
潮妈辣婆,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw1705588260_46164741/ott.mobaibox.com/PLTV/3/224/3221227527/index.m3u8
精品体育,http://[2409:8087:2001:20:2800:0:df6e:eb1b]:80/wh7f454c46tw2797725038_-2054878207/ott.mobaibox.com/PLTV/3/224/3221227615/index.m3u8
精品纪录,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw2837435881_530071425/ott.mobaibox.com/PLTV/3/224/3221227547/index.m3u8
家庭剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw3441504651_1879058580/ott.mobaibox.com/PLTV/3/224/3221227600/index.m3u8
精品大剧,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw2817459161_-1430429466/ott.mobaibox.com/PLTV/3/224/3221227618/index.m3u8
军事评论,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw3373254713_-1111569189/ott.mobaibox.com/PLTV/3/224/3221227544/index.m3u8
明星大片,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw2856695654_946966165/ott.mobaibox.com/PLTV/3/224/3221227594/index.m3u8
东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8

东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
中国功夫,http://111.40.196.38/PLTV/88888888/224/3221225678/index.m3u8
军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
军事评论,http://111.40.196.39/PLTV/88888888/224/3221225634/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
军旅剧场,http://111.40.196.28/PLTV/88888888/224/3221225622/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
农业致富,http://111.40.196.35/PLTV/88888888/224/3221225636/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
动作电影,http://111.40.196.31/PLTV/88888888/224/3221225620/index.m3u8
动作电影,http://111.40.196.37/PLTV/88888888/224/3221225620/index.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
家庭剧场,http://111.40.196.39/PLTV/88888888/224/3221225626/index.m3u8
怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
